Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,Digi-Key Programmable,Core Processor,Core Size,Speed,Connectivity,Peripherals,Number of I/O,Program Memory Size,Program Memory Type,EEPROM Size,RAM Size,Voltage - Supply (Vcc/Vdd),Data Converters,Oscillator Type,Operating Temperature,Mounting Type,Package / Case,Supplier Device Package,Program Memory / RAM
https://www.st.com/content/ccc/resource/technical/document/datasheet/group3/83/b3/60/f6/b1/cc/47/7e/DM00257211/files/DM00257211.pdf/jcr:content/translations/en.DM00257211.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5W_ME~T~64.JPG,497-17960-ND,STM32L431RCT6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 256KB FLASH 64LQFP,15655,6.84,0,1,Tray,STM32L4,Active,Not Verified,ARM® Cortex®-M4,32-Bit Single-Core,80MHz,"CANbus, I²C, IrDA, LINbus, MMC/SD, QSPI, SAI, SPI, SWPMI, UART/USART","Brown-out Detect/Reset, DMA, PWM, WDT",52,256KB (256K x 8),FLASH,-,64K x 8,1.71V ~ 3.6V,A/D 16x12b; D/A 2x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,64-LQFP,64-LQFP (10x10),4
https://www.renesas.com/us/en/document/dst/s128-microcontroller-group-datasheet?language=en,//media.digikey.com/Renders/Renesas%20Tech%20Renders/559~PLQP0064KB-C~~64.jpg,R7FS128783A01CFM#AA1-ND,R7FS128783A01CFM#AA1,Renesas Electronics America Inc,Renesas Electronics America Inc,IC MCU 32BIT 256KB FLASH 64LQFP,674,6.85,0,1,Tray,Renesas Synergy™ S1,Active,Not Verified,ARM® Cortex®-M0+,32-Bit Single-Core,32MHz,"CANbus, DALI, I²C, SCI, SPI, UART/USART, USB","DMA, LVD, POR, PWM, WDT",51,256KB (256K x 8),FLASH,4K x 8,24K x 8,1.6V ~ 5.5V,A/D 21x14b; D/A 3x8b,Internal,-40°C ~ 105°C (TA),Surface Mount,64-LQFP,64-LFQFP (10x10),10.67
https://www.st.com/content/ccc/resource/technical/document/datasheet/f2/1f/e1/41/ef/59/4d/50/DM00058181.pdf/files/DM00058181.pdf/jcr:content/translations/en.DM00058181.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5B_ME_V2~T~48.jpg,497-17421-ND,STM32F303CBT6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 128KB FLASH 48LQFP,5627,6.88,0,1,Tray,STM32F3,Active,Not Verified,ARM® Cortex®-M4,32-Bit Single-Core,72MHz,"CANbus, I²C, IrDA, LINbus, SPI, UART/USART, USB","DMA, I²S, POR, PWM, WDT",37,128KB (128K x 8),FLASH,-,32K x 8,2V ~ 3.6V,A/D 15x12b; D/A 2x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,48-LQFP,48-LQFP (7x7),4
https://www.st.com/content/ccc/resource/technical/document/datasheet/0d/93/e0/d7/77/bf/4c/54/CD00210843.pdf/files/CD00210843.pdf/jcr:content/translations/en.CD00210843.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5B_ME_V2~T~48.jpg,497-11516-ND,STM32F103C6T7A,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 32KB FLASH 48LQFP,1797,6.88,0,1,Tray,STM32F1,Active,Not Verified,ARM® Cortex®-M3,32-Bit Single-Core,72MHz,"CANbus, I²C, IrDA, LINbus, SPI, UART/USART, USB","DMA, Motor Control PWM, PDR, POR, PVD, PWM, Temp Sensor, WDT",37,32KB (32K x 8),FLASH,-,10K x 8,2V ~ 3.6V,A/D 10x12b,Internal,-40°C ~ 105°C (TA),Surface Mount,48-LQFP,48-LQFP (7x7),3.2
https://www.st.com/content/ccc/resource/technical/document/datasheet/67/73/21/b9/f2/b3/4d/f8/DM00094064.pdf/files/DM00094064.pdf/jcr:content/translations/en.DM00094064.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5B_ME_V2~T~48.jpg,497-17414-ND,STM32F302CBT6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 128KB FLASH 48LQFP,845,6.89,0,1,Tray,STM32F3,Active,Not Verified,ARM® Cortex®-M4,32-Bit Single-Core,72MHz,"CANbus, I²C, IrDA, LINbus, SPI, UART/USART, USB","DMA, I²S, POR, PWM, WDT",37,128KB (128K x 8),FLASH,-,32K x 8,2V ~ 3.6V,A/D 9x12b; D/A 1x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,48-LQFP,48-LQFP (7x7),4
https://www.st.com/content/ccc/resource/technical/document/datasheet/group3/38/c6/ca/d1/f7/d5/4e/30/DM00092070/files/DM00092070.pdf/jcr:content/translations/en.DM00092070.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5B_ME_V2~T~48.jpg,497-15198-ND,STM32F303C8T6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 64KB FLASH 48LQFP,1506,6.94,0,1,Tray,STM32F3,Active,Not Verified,ARM® Cortex®-M4,32-Bit Single-Core,72MHz,"CANbus, I²C, IrDA, LINbus, SPI, UART/USART","DMA, I²S, POR, PWM, WDT",37,64KB (64K x 8),FLASH,-,16K x 8,2V ~ 3.6V,A/D 11x12b; D/A 1x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,48-LQFP,48-LQFP (7x7),4
https://www.st.com/content/ccc/resource/technical/document/datasheet/f7/a0/fc/27/24/4e/4f/3f/DM00257192.pdf/files/DM00257192.pdf/jcr:content/translations/en.DM00257192.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5B_ME_V2~T~48.jpg,497-16579-ND,STM32L433CCT6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 256KB FLASH 48LQFP,18491,6.97,0,1,Tray,STM32L4,Active,Not Verified,ARM® Cortex®-M4,32-Bit Single-Core,80MHz,"CANbus, I²C, IrDA, LINbus, MMC/SD, QSPI, SAI, SPI, SWPMI, UART/USART, USB","Brown-out Detect/Reset, DMA, LCD, PWM, WDT",38,256KB (256K x 8),FLASH,-,64K x 8,1.71V ~ 3.6V,A/D 10x12b; D/A 2x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,48-LQFP,48-LQFP (7x7),4
https://www.renesas.com/us/en/document/dst/ra6m1-group-datasheet,//media.digikey.com/Renders/Renesas%20Tech%20Renders/559~PLQP0064KB-C~FM~64-Top.jpg,559-R7FA6M1AD3CFM#AA0-ND,R7FA6M1AD3CFM#AA0,Renesas Electronics America Inc,Renesas Electronics America Inc,IC MCU 32BIT 512KB FLASH 64LFQFP,2395,6.97,0,1,Tray,RA6M1,Active,Not Verified,ARM® Cortex®-M4,32-Bit Single-Core,120MHz,"CANbus, EBI/EMI, I²C, IrDA, MMC/SD, SCI, SPI, UART/USART, USB","DMA, LVD, POR, PWM, WDT",67,512KB (512K x 8),FLASH,8K x 8,256K x 8,2.7V ~ 3.6V,A/D 10x12b SAR; D/A 2x12b,Internal,-40°C ~ 105°C (TA),Surface Mount,64-LQFP,64-LFQFP (10x10),2
https://www.st.com/resource/en/datasheet/stm32g431cb.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5B_ME_V2~T~48.jpg,497-19473-ND,STM32G431CBT6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 128KB FLASH 48LQFP,1294,7.07,0,1,Tray,STM32G4,Active,Not Verified,ARM® Cortex®-M4F,32-Bit Single-Core,170MHz,"CANbus, I²C, IrDA, LINbus, SPI, UART/USART","Brown-out Detect/Reset, DMA, I²S, POR, PWM, WDT",38,128KB (128K x 8),FLASH,-,32K x 8,1.71V ~ 3.6V,A/D 17x12b; D/A 4x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,48-LQFP,48-LQFP (7x7),4
https://www.st.com/content/ccc/resource/technical/document/datasheet/01/76/9c/b5/c7/d9/40/6c/DM00254865.pdf/files/DM00254865.pdf/jcr:content/translations/en.DM00254865.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~A0B9_ME~U~48.JPG,497-16587-ND,STM32L443CCU6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 256KB FLSH 48UFQFPN,2994,7.11,0,1,Tray,STM32L4,Active,Not Verified,ARM® Cortex®-M4,32-Bit Single-Core,80MHz,"CANbus, I²C, IrDA, LINbus, MMC/SD, QSPI, SAI, SPI, SWPMI, UART/USART, USB","Brown-out Detect/Reset, DMA, LCD, PWM, WDT",38,256KB (256K x 8),FLASH,-,64K x 8,1.71V ~ 3.6V,A/D 10x12b; D/A 2x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,48-UFQFN Exposed Pad,48-UFQFPN (7x7),4
https://www.st.com/content/ccc/resource/technical/document/datasheet/d1/cd/3d/18/a2/2c/4e/d0/DM00097745.pdf/files/DM00097745.pdf/jcr:content/translations/en.DM00097745.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5W_ME~T~64.JPG,497-14955-ND,STM32F334R8T6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 64KB FLASH 64LQFP,1976,7.19,0,1,Tray,STM32F3,Active,Not Verified,ARM® Cortex®-M4,32-Bit Single-Core,72MHz,"CANbus, I²C, IrDA, LINbus, SPI, UART/USART","DMA, POR, PWM, WDT",51,64KB (64K x 8),FLASH,-,12K x 8,2V ~ 3.6V,A/D 21x12b; D/A 3x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,64-LQFP,64-LQFP (10x10),5.33
https://www.st.com/content/ccc/resource/technical/document/datasheet/f7/a0/fc/27/24/4e/4f/3f/DM00257192.pdf/files/DM00257192.pdf/jcr:content/translations/en.DM00257192.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;64UFBGA-.60-5x5;;64.jpg,497-16581-ND,STM32L433RCI6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 256KB FLASH 64UFBGA,8778,7.31,0,1,Tray,STM32L4,Active,Not Verified,ARM® Cortex®-M4,32-Bit Single-Core,80MHz,"CANbus, I²C, IrDA, LINbus, MMC/SD, QSPI, SAI, SPI, SWPMI, UART/USART, USB","Brown-out Detect/Reset, DMA, LCD, PWM, WDT",52,256KB (256K x 8),FLASH,-,64K x 8,1.71V ~ 3.6V,A/D 16x12b; D/A 2x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,64-UFBGA,64-UFBGA (5x5),4
https://www.st.com/content/ccc/resource/technical/document/datasheet/01/76/9c/b5/c7/d9/40/6c/DM00254865.pdf/files/DM00254865.pdf/jcr:content/translations/en.DM00254865.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5B_ME_V2~T~48.jpg,497-16586-ND,STM32L443CCT6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 256KB FLASH 48LQFP,8225,7.31,0,1,Tray,STM32L4,Active,Not Verified,ARM® Cortex®-M4,32-Bit Single-Core,80MHz,"CANbus, I²C, IrDA, LINbus, MMC/SD, QSPI, SAI, SPI, SWPMI, UART/USART, USB","Brown-out Detect/Reset, DMA, LCD, PWM, WDT",38,256KB (256K x 8),FLASH,-,64K x 8,1.71V ~ 3.6V,A/D 10x12b; D/A 2x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,48-LQFP,48-LQFP (7x7),4
https://www.st.com/content/ccc/resource/technical/document/datasheet/f2/1f/e1/41/ef/59/4d/50/DM00058181.pdf/files/DM00058181.pdf/jcr:content/translations/en.DM00058181.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5B_ME_V2~T~48.jpg,497-17422-ND,STM32F303CBT7,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 128KB FLASH 48LQFP,1778,7.36,0,1,Tray,STM32F3,Active,Not Verified,ARM® Cortex®-M4,32-Bit Single-Core,72MHz,"CANbus, I²C, IrDA, LINbus, SPI, UART/USART, USB","DMA, I²S, POR, PWM, WDT",37,128KB (128K x 8),FLASH,-,32K x 8,2V ~ 3.6V,A/D 15x12b; D/A 2x12b,Internal,-40°C ~ 105°C (TA),Surface Mount,48-LQFP,48-LQFP (7x7),4
https://www.st.com/content/ccc/resource/technical/document/datasheet/2a/6e/97/91/cd/c0/43/8b/DM00048356.pdf/files/DM00048356.pdf/jcr:content/translations/en.DM00048356.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5B_ME_V2~T~48.jpg,497-17518-ND,STM32L151CCT6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 256KB FLASH 48LQFP,893,7.36,0,1,Tray,STM32L1,Active,Not Verified,ARM® Cortex®-M3,32-Bit Single-Core,32MHz,"I²C, IrDA, LINbus, SPI, UART/USART, USB","Brown-out Detect/Reset, Cap Sense, DMA, I²S, POR, PWM, WDT",37,256KB (256K x 8),FLASH,8K x 8,32K x 8,1.8V ~ 3.6V,A/D 14x12b; D/A 2x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,48-LQFP,48-LQFP (7x7),8
https://www.st.com/content/ccc/resource/technical/document/datasheet/f2/1f/e1/41/ef/59/4d/50/DM00058181.pdf/files/DM00058181.pdf/jcr:content/translations/en.DM00058181.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5W_ME~T~64.JPG,497-17423-ND,STM32F303RBT6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 128KB FLASH 64LQFP,2472,7.45,0,1,Tray,STM32F3,Active,Not Verified,ARM® Cortex®-M4,32-Bit Single-Core,72MHz,"CANbus, I²C, IrDA, LINbus, SPI, UART/USART, USB","DMA, I²S, POR, PWM, WDT",52,128KB (128K x 8),FLASH,-,32K x 8,2V ~ 3.6V,A/D 22x12b; D/A 2x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,64-LQFP,64-LQFP (10x10),4
https://www.st.com/content/ccc/resource/technical/document/datasheet/24/01/9f/59/f0/83/47/fc/DM00257205.pdf/files/DM00257205.pdf/jcr:content/translations/en.DM00257205.pdf,//media.digikey.com/Renders/STMicro%20Renders/STM8S-32VFQFN.jpg,497-18596-ND,STM32L432KCU3,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 256KB FLSH 32UFQFPN,7826,7.55,0,1,Tray,STM32L4,Active,Not Verified,ARM® Cortex®-M4,32-Bit Single-Core,80MHz,"CANbus, I²C, IrDA, LINbus, QSPI, SAI, SPI, SWPMI, UART/USART, USB","Brown-out Detect/Reset, DMA, PWM, WDT",26,256KB (256K x 8),FLASH,-,64K x 8,1.71V ~ 3.6V,A/D 10x12b; D/A 2x12b,Internal,-40°C ~ 125°C (TA),Surface Mount,32-UFQFN Exposed Pad,32-UFQFPN (5x5),4
https://www.st.com/resource/en/datasheet/stm32g431cb.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5W_ME~T~64.JPG,497-19471-ND,STM32G431RBT6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 128KB FLASH 64LQFP,2525,7.59,0,1,Tray,STM32G4,Active,Not Verified,ARM® Cortex®-M4F,32-Bit Single-Core,170MHz,"CANbus, I²C, IrDA, LINbus, SPI, UART/USART","Brown-out Detect/Reset, DMA, I²S, POR, PWM, WDT",52,128KB (128K x 8),FLASH,-,32K x 8,1.71V ~ 3.6V,A/D 23x12b; D/A 4x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,64-LQFP,64-LQFP (10x10),4
https://www.st.com/content/ccc/resource/technical/document/datasheet/group3/95/fa/32/09/46/cb/45/35/DM00340475/files/DM00340475.pdf/jcr:content/translations/en.DM00340475.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5W_ME~T~64.JPG,497-17975-ND,STM32L451RCT6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 256KB FLASH 64LQFP,1273,7.65,0,1,Tray,STM32L4,Active,Not Verified,ARM® Cortex®-M4,32-Bit Single-Core,80MHz,"CANbus, I²C, IrDA, LINbus, MMC/SD, QSPI, SAI, SPI, UART/USART","Brown-out Detect/Reset, DMA, PWM, WDT",52,256KB (256K x 8),FLASH,-,160K x 8,1.71V ~ 3.6V,A/D 16x12b; D/A 1x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,64-LQFP,64-LQFP (10x10),1.6
"//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/STM32F103x8,B.pdf",//media.digikey.com/Renders/STMicro%20Renders/64-TFBGA.jpg,497-11525-ND,STM32F103RBH6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 128KB FLASH 64BGA,1517,7.8,0,1,Tray,STM32F1,Active,Not Verified,ARM® Cortex®-M3,32-Bit Single-Core,72MHz,"CANbus, I²C, IrDA, LINbus, SPI, UART/USART, USB","DMA, Motor Control PWM, PDR, POR, PVD, PWM, Temp Sensor, WDT",51,128KB (128K x 8),FLASH,-,20K x 8,2V ~ 3.6V,A/D 16x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,64-TFBGA,64-TFBGA (5x5),6.4
https://www.st.com/content/ccc/resource/technical/document/datasheet/group3/fc/c2/8d/b7/99/d8/42/9e/DM00340549/files/DM00340549.pdf/jcr:content/translations/en.DM00340549.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;64UFBGA-.60-5x5;;64.jpg,497-17983-ND,STM32L452RCI6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 256KB FLASH 64UFBGA,133,7.81,0,1,Tray,STM32L4,Active,Not Verified,ARM® Cortex®-M4,32-Bit Single-Core,80MHz,"CANbus, I²C, IrDA, LINbus, MMC/SD, QSPI, SAI, SPI, UART/USART, USB","Brown-out Detect/Reset, DMA, PWM, WDT",52,256KB (256K x 8),FLASH,-,160K x 8,1.71V ~ 3.6V,A/D 16x12b; D/A 1x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,64-UFBGA,64-UFBGA (5x5),1.6
https://www.st.com/resource/en/datasheet/stm32f103cb.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5B_ME_V2~T~48.jpg,497-11518-ND,STM32F103CBT7,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 128KB FLASH 48LQFP,1108,7.83,0,1,Tray,STM32F1,Active,Not Verified,ARM® Cortex®-M3,32-Bit Single-Core,72MHz,"CANbus, I²C, IrDA, LINbus, SPI, UART/USART, USB","DMA, Motor Control PWM, PDR, POR, PVD, PWM, Temp Sensor, WDT",37,128KB (128K x 8),FLASH,-,20K x 8,2V ~ 3.6V,A/D 10x12b,Internal,-40°C ~ 105°C (TA),Surface Mount,48-LQFP,48-LQFP (7x7),6.4
https://www.st.com/content/ccc/resource/technical/document/datasheet/group3/83/b3/60/f6/b1/cc/47/7e/DM00257211/files/DM00257211.pdf/jcr:content/translations/en.DM00257211.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/100-LQFP.jpg,497-17850-ND,STM32L431VCT6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 256KB FLASH 100LQFP,3750,7.85,0,1,Tray,STM32L4,Active,Not Verified,ARM® Cortex®-M4,32-Bit Single-Core,80MHz,"CANbus, I²C, IrDA, LINbus, MMC/SD, QSPI, SAI, SPI, SWPMI, UART/USART","Brown-out Detect/Reset, DMA, PWM, WDT",83,256KB (256K x 8),FLASH,-,64K x 8,1.71V ~ 3.6V,A/D 16x12b; D/A 2x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,100-LQFP,100-LQFP (14x14),4
https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-6430-32-bit-Cortex-M3-Microcontroller-SAM3U4-SAM3U2-SAM3U1_Datasheet.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/100-LQFP.jpg,ATSAM3U4CA-AU-ND,ATSAM3U4CA-AU,Microchip Technology,Microchip Technology,IC MCU 32BIT 256KB FLASH 100LQFP,18243,8,0,1,Tray,SAM3U,Active,Not Verified,ARM® Cortex®-M3,32-Bit Single-Core,96MHz,"EBI/EMI, I²C, Memory Card, SPI, SSC, UART/USART, USB","Brown-out Detect/Reset, DMA, I²S, POR, PWM, WDT",57,256KB (256K x 8),FLASH,-,52K x 8,1.62V ~ 3.6V,"A/D 4x10b, 4x12b",Internal,-40°C ~ 85°C (TA),Surface Mount,100-LQFP,100-LQFP (14x14),4.92
https://www.st.com/content/ccc/resource/technical/document/datasheet/2a/2a/2e/48/c7/33/46/15/DM00108833.pdf/files/DM00108833.pdf/jcr:content/translations/en.DM00108833.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~A02R_ME~~72.jpg,"497-17735-2-ND,497-17735-1-ND,497-17735-6-ND",STM32L486JGY6TR,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 1MB FLASH 72WLCSP,23848,11.81,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",STM32L4,Active,Not Verified,ARM® Cortex®-M4,32-Bit Single-Core,80MHz,"CANbus, I²C, IrDA, LINbus, MMC/SD, QSPI, SAI, SPI, SWPMI, UART/USART, USB OTG","Brown-out Detect/Reset, DMA, LCD, PWM, WDT",57,1MB (1M x 8),FLASH,-,128K x 8,1.71V ~ 3.6V,A/D 16x12b; D/A 2x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,"72-UFBGA, WLCSP",72-WLCSP (4.41x3.76),8
https://www.infineon.com/dgdl/Infineon-PSoC_4_PSoC_4200M_Family_Datasheet_Programmable_System-on-Chip_(PSoC_)-DataSheet-v13_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ee45b436afc&utm_source=cypress&utm_medium=referral&utm_campaign=202110_globe_en_all_integrati,"//media.digikey.com/Renders/Cypress%20Semi%20Renders/428;51-85051;A,AS;64.jpg",448-CY8C4247AZI-M485-ND,CY8C4247AZI-M485,Infineon Technologies,Infineon Technologies,IC MCU 32BIT 128KB FLASH 64TQFP,1452,8.25,0,1,Tray,PSOC® 4 CY8C42xx - M,Active,Not Verified,ARM® Cortex®-M0,32-Bit Single-Core,48MHz,"CANbus, I²C, IrDA, LINbus, Microwire, SmartCard, SPI, SSP, UART/USART","Brown-out Detect/Reset, Cap Sense, LCD, LVD, POR, PWM, SmartSense, WDT",51,128KB (128K x 8),FLASH,-,16K x 8,1.71V ~ 5.5V,A/D 16x12b SAR; D/A 4x8b,Internal,-40°C ~ 85°C (TA),Surface Mount,64-LQFP,64-TQFP (10x10),8
https://www.st.com/content/ccc/resource/technical/document/datasheet/f0/ac/ee/70/19/13/4f/56/DM00046749.pdf/files/DM00046749.pdf/jcr:content/translations/en.DM00046749.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5B_ME_V2~T~48.jpg,497-13251-ND,STM32F373CCT6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 256KB FLASH 48LQFP,193,8.37,0,1,Tray,STM32F3,Active,Not Verified,ARM® Cortex®-M4,32-Bit Single-Core,72MHz,"CANbus, I²C, IrDA, LINbus, SPI, UART/USART, USB","DMA, I²S, POR, PWM, WDT",36,256KB (256K x 8),FLASH,-,32K x 8,2V ~ 3.6V,"A/D 1x12b, 3x16b; D/A 3x12b",Internal,-40°C ~ 85°C (TA),Surface Mount,48-LQFP,48-LQFP (7x7),8
https://www.st.com/content/ccc/resource/technical/document/datasheet/ef/92/76/6d/bb/c2/4f/f7/DM00037051.pdf/files/DM00037051.pdf/jcr:content/translations/en.DM00037051.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;-A0JW_ME;-Y;-90.jpg,"497-17431-2-ND,497-17431-1-ND,497-17431-6-ND",STM32F405OGY6TR,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 1MB FLASH 90WLCSP,21694,12.61,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",STM32F4,Active,Not Verified,ARM® Cortex®-M4,32-Bit Single-Core,168MHz,"CANbus, EBI/EMI, I²C, IrDA, LINbus, SPI, UART/USART, USB OTG","Brown-out Detect/Reset, DMA, I²S, LCD, POR, PWM, WDT",72,1MB (1M x 8),FLASH,-,192K x 8,1.8V ~ 3.6V,A/D 13x12b; D/A 2x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,"90-UFBGA, WLCSP",90-WLCSP (4.22x3.97),5.33
https://www.st.com/content/ccc/resource/technical/document/datasheet/group3/95/fa/32/09/46/cb/45/35/DM00340475/files/DM00340475.pdf/jcr:content/translations/en.DM00340475.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~A0B9_ME~U~48.JPG,497-18597-ND,STM32L451CEU6,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 512KB FLSH 48UFQFPN,6217,8.53,0,1,Tray,STM32L4,Active,Not Verified,ARM® Cortex®-M4,32-Bit Single-Core,80MHz,"CANbus, I²C, IrDA, LINbus, QSPI, SAI, SPI, UART/USART","Brown-out Detect/Reset, DMA, PWM, WDT",38,512KB (512K x 8),FLASH,-,160K x 8,1.71V ~ 3.6V,A/D 10x12b; D/A 1x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,48-UFQFN Exposed Pad,48-UFQFPN (7x7),3.2
https://www.silabs.com/documents/public/data-sheets/efm32gg-datasheet.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/336~64QFN-,90-9x9~M~64-Top.jpg","336-4460-2-ND,336-4460-1-ND,336-4460-6-ND",EFM32GG330F512G-E-QFN64R,Silicon Labs,Silicon Labs,IC MCU 32BIT 512KB FLASH 64QFN,4984,13.45,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",Giant Gecko,Active,Not Verified,ARM® Cortex®-M3,32-Bit Single-Core,48MHz,"I²C, IrDA, SmartCard, SPI, UART/USART, USB","Brown-out Detect/Reset, DMA, POR, PWM, WDT",53,512KB (512K x 8),FLASH,-,128K x 8,1.98V ~ 3.8V,A/D 8x12b; D/A 2x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,64-VFQFN Exposed Pad,64-QFN (9x9),4
https://www.st.com/resource/en/datasheet/stm32f103zg.pdf,//media.digikey.com/Renders/STMicro%20Renders/497~5W_ME~T~64.JPG,"497-17390-2-ND,497-17390-1-ND,497-17390-6-ND",STM32F103RGT6TR,STMicroelectronics,STMicroelectronics,IC MCU 32BIT 1MB FLASH 64LQFP,1702,12.57,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",STM32F1,Active,Not Verified,ARM® Cortex®-M3,32-Bit Single-Core,72MHz,"CANbus, I²C, IrDA, LINbus, SPI, UART/USART, USB","DMA, Motor Control PWM, PDR, POR, PVD, PWM, Temp Sensor, WDT",51,1MB (1M x 8),FLASH,-,96K x 8,2V ~ 3.6V,A/D 16x12b; D/A 2x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,64-LQFP,64-LQFP (10x10),10.67
"//media.digikey.com/pdf/Data%20Sheets/Atmel%20PDFs/SAM3S8,SD8.pdf",//media.digikey.com/Renders/Atmel%20Renders/313;100LQFP-1.6-14x14;;100.jpg,ATSAM3S8CA-AU-ND,ATSAM3S8CA-AU,Microchip Technology,Microchip Technology,IC MCU 32BIT 512KB FLASH 100LQFP,1955,8.61,0,1,Tray,SAM3S,Active,Not Verified,ARM® Cortex®-M3,32-Bit Single-Core,64MHz,"EBI/EMI, I²C, IrDA, Memory Card, SPI, SSC, UART/USART, USB","Brown-out Detect/Reset, DMA, I²S, POR, PWM, WDT",79,512KB (512K x 8),FLASH,-,64K x 8,1.62V ~ 3.6V,A/D 15x10/12b; D/A 2x12b,Internal,-40°C ~ 85°C (TA),Surface Mount,100-LQFP,100-LQFP (14x14),8
